"id","name","bid","bname","stars","date","text"
"bD8i63OqgsAeGvzU1jAMwQ","Rob","n7V4cD-KqqE3OXk0irJTyA","GameWorks","4","2016-06-23 00:00:00","Great place to kill a couple hours for a reasonable price. 
The bowling alley was alot of fun and had a really cool vibe with the blacklights and music.
The bar in the bowling alley should be open to make it a little more convenient to order food and drinks.
And the A/C needs some work, lol.
Besides that , a good time !"
"Bdf-2xJ4NPBh_mefZLRyrA","Vicky","n7V4cD-KqqE3OXk0irJTyA","GameWorks","4","2017-06-30 00:00:00","Had fun when I came to visit from Los Angeles. However too many kids and most machines were out of order near the bar area."
"BfDlTQHYOhN4yR9_egMyEA","Joy","1K4qrnfyzKzGgJPBEcJaNQ","Chula Taberna Mexicana","4","2017-10-12 00:00:00","Chula is such a great addition to the east end! My husband and I came here for an early dinner, however it was so early that the place was dead, so we ended up getting the food to go. We'd definitely eat-in next time though, as the restaurant decor is awesome. 

We got the Perro de Maiz (Chorizo Corn dogs), the Carnita taco, the Cangrejo de Concha Blanda taco (Soft shell crab), the Seta Picante taco (Grilled spicy mushroom), and the Cola de Langosta taco (Whole rock lobster tail). The food surpassed my expectations! The soft shell crab seemed to be a bit over-breaded, and that is probably the only one I wouldn't get again. My favourites were the Chorizo Corn dogs and the Lobster taco. 

Even though we only got take out, everyone working there was super nice and friendly when we were waiting for our food at the bar. 

I can't wait to come back!"
"bgS3hxkpXa-Y4U1evSMCJg","Nathan","Gu-xs3NIQTj3Mj2xYoN2aw","Maxim Bakery & Restaurant","4","2016-08-19 00:00:00","My family and I always come here for their cakes whenever it's a special occasion (birthday, Mother's day, Father's day etc.). The 8"" cake is $32 and the 6"" is around $22-$24. They have a large selection of cakes ranging from Tiramisu, Cheesecakes, Meringues, Fruit Cakes to Strawberry Shortcakes! Usually we get their green tea or New York Cheesecakes, and you can never go wrong with them, the Cheesecakes are always delicious and never too heavy.

On our latest visit to this location, my family really wanted to the 8"" mango meringue cake but unfortunately we didn't pre order it, so the one on display had been served to customers by the piece. Thankfully, there was also a strawberry meringue that was being served by the piece too and the owner was nice enough to combine what was left of the two into one whole cake! The meringue was amazing, I don't think there's anywhere else where you can get a meringue of this quality, it was nice and fluffy as well as very flavourful. This is a great cake place!"
"bgtr7jOlALe8ay4g7pnf4A","Michelle","PfOCPjBrlQAnz__NXj9h_w","Brick House Tavern + Tap","4","2016-05-05 00:00:00","I've always enjoyed my time at brick house food and cocktails never disappoint! Its perfect for after work in the summer time. The staff is always polite and the decore is beautiful, a must place to be!"
"BHh6duoFqOiWfLv4_vvWCQ","William","1WBkAuQg81kokZIPMpn9Zg","Charr An American Burger Bar","5","2012-11-18 00:00:00","Went back for a return visit and were surprised to see the addition of entrees.  French Onion soup was superb, as was the crab cake appetizer, and our dinners (Pork Tenderloin and Hangar Steak with Marsala wine sauce and mushrooms). Pork was juicy and sauce was just right with the apples lightly cooked but still with a bit of a crunch, and the steak was cooked just as ordered - medium rare."
"bivxrnl1-YA_w6fRuUMT9A","Zee","n7V4cD-KqqE3OXk0irJTyA","GameWorks","1","2014-09-03 00:00:00","Very disappointed with this arcade. Firstly, ALL of the employees are EXTREMELY RUDE! From the door to the exit they make you feel like the hate their job and they don't want you there. They were all young and had a bad attitude. My friend and I encountered 5-6 different employees with the same bad attitude. 

We went On a Friday night. A large percentage of their games were broken so my friend and I could hardly play anything together. They had a cool picture booth but that was about it. 

Even on the game we managed to play together 15 minutes before it closed we had 2 different employees tell us it was closing with an attitude.

I never want to go back but I have money left on my card. Hopefully they'll fix some machines and bad attitudes if I ever decide to."
"BJ53xS7bNitU_Mxbw2UiSg","JJ","n7V4cD-KqqE3OXk0irJTyA","GameWorks","3","2014-08-05 00:00:00","Gameworks. When you hear that it should sound like a dream to everyone. The former Gamewirks that was on the Strip was a wonderful attraction. It had hundreds of games in a large space as well as a rock climbing wall that was transformed into an area for more games. When the original closed in Spring 2012, it was pretty heartbreaking. There were no real arcade places around Las Vegas that was on the level of Gameworks. This new TownSquare Gameworks is a degrader. It's far more smaller which was a huge disappointment. There were a few games that were attractive such as the 3-D zombie game, basketball, football, a fighter jet simulator, a computer gaming area, and the bowling alley. Everything else was more for the younger children running around. There is also a bar for the adults to relax which is nice for them. There is a new ""Recharge Center"" to reload credit into your card which is needed for the games, which is great. Other than that I wish this place was larger and beeds more games."
"BMd9p4g8BSJDhrDi3SZE1w","Ron","1WBkAuQg81kokZIPMpn9Zg","Charr An American Burger Bar","1","2013-03-17 00:00:00","Do not waste your hard earned dollars here. For a Saturday night the place was almost empty.   Appetizers (onion rings and fried zucchini)  came out cold.  The wings were very good. My wife's chicken dinner was COLD, beans almandine had no almonds and mushy.   The so called smoked ribs were NOT smoked (1/2 rack was a 1/3 rack).  The waitress added $40+ on to our bill,  The peaches and cream martini had very little alcohol.  After the adjustment the bill was still $175 and we drank very little for 4. .  Oh, they were out of half of the deserts.  I would have given this joint zero stars but you cant.  Dont get me wrong I can afford a 5* restaurant but we decided to try Charr this place is doomed to closing.  Oh NO cold glasses.  The waitress brought glass's with ice water in them to chill them and emptied them but left 3 oz of water in the bottom.  This place needs a visit from   Gordon Ramseyor David Irvine."
"bnKo6L4MgcUbLZH7fmnkrA","Mark","n7V4cD-KqqE3OXk0irJTyA","GameWorks","5","2015-03-14 00:00:00","Loads a fun and you can spend lots of cash.

We took kids 10 and 7 year olds and they had a blast.  4 hours $115.00"
"bnQa9rBQux5s8gTdCvf6Jw","Lindsay","tRVx2c89coruPRwYhGTcTw","Yuzu","3","2017-05-20 00:00:00","I'm giving 3 stars because my husband loves this place but I would give it 2. Reason is, I went on half price whiskey night and they charged me full price. When I mentioned it to the bartender that I was overcharged, her response was ""that sucks"" and that was it.... so yeah, I'm holding a grudge. But their bowls are alright."
"bNqXfgf1d_I4zWYlX9JKiw","Erin","1WBkAuQg81kokZIPMpn9Zg","Charr An American Burger Bar","5","2015-04-06 00:00:00","I was meeting a friend for dinner and she suggested Charr since we were both in that area. Being from the southwest Valley and rarely in that part of town, I had never heard of it, but I'm always willing to try out new places.

I arrived there at 5:30 on a weekday and there were only two people in there. That made me a little nervous, but the place looked nice on the inside and the bartender and hostess were very nice as well.

I ordered a bacon cheeseburger with fries and everything was delicious! The burger was cooked exactly how I ordered. The meat tasted fresh and high-quality. The goodies that come with the burger (lettuce, onions, tomato, etc.) looked fresh and tasty. The fries were equally delicious. They're the thin and crispy type and not greasy at all.

This little place pleasantly surprised me! If I'm ever in the neighborhood again, I will definitely go back to Charr. Nice staff, good service, reasonable prices, and great food. Can't really ask for more."
"BodQSj-6tNHBQx_6tRWFpA","Katrina","1WBkAuQg81kokZIPMpn9Zg","Charr An American Burger Bar","4","2014-10-17 00:00:00","Food was great....had the Phoenix burger and it was cooked a perfectly medium as requested. Great spot to hit for a lot of food at a decent price."
"BoRp3z_2wGlxFL8nGP0QIg","Luc","1_3nOM7s9WqnJWTNu2-i8Q","Le Bistro Balmoral","2","2013-06-23 00:00:00","Tourist trap! 

Superb location and nice settings. Food is barely OK, and service is very amateur. The tartare had been ""proceed"" to finely, a long time ago. There are now good alternative around there. OK for a drink outdoors and the fried calamari is decent. Walk a block around for your meal."
"Bq6dxl4gDdDc3HNssSWgWg","Renee","1WBkAuQg81kokZIPMpn9Zg","Charr An American Burger Bar","3","2017-09-22 00:00:00","We went fur restaurant week and were neither impressed or disappointed. Just an average burger with less that great service. Meh..."
"Brw7-A1E96XZl5fV9WoQqg","Adam","n7V4cD-KqqE3OXk0irJTyA","GameWorks","4","2017-05-22 00:00:00","Came here today with some friends and I had a blast. I like that there's a lot of selection of games to pick from for everybody. Some of the machines were not working properly though, but it didn't hinder us too much."
"BsARs-RfJUj5r-TaVxUVVw","Jennifer","FXHfcFVEfI1vVngW2gVOpw","Bampot House of Tea & Board Games","5","2014-05-01 00:00:00","I have nothing but wonderful things to say about Bampot. It's amazing in so many different ways.

Bampot's selection of board games is like it's selection of teas: vast and awesome.

They have their board games split up into sections (strategy, casual, etc.), and in your menu will come a sheet with the board games listed into sections, with the average playtime per game listed, too. Since Bampot is brand new, the board games are too! I broke open seasons to find that the game hadn't been played yet since the cards were still in their packages! No ratty old board games here!

The cover fee to play board games is $5 if you don't eat, $3 if you do.

There are, I believe, over 70 different teas you can try here. I'm not a big tea person, but I sipped some of my friends teas (apple mint, and faerie's blood), and they were both delicious (especially the faerie's blood, which is steeped with not only the tea but fresh fruit also.) Many of the teas also have free refills :)

They have a non-tea menu for people like myself, with items like Maple Milk & Hot Chocolate. I paid about $3 for not just a cup but a POT of DELICIOUS hot chocolate - some pretty great value there.

The food kicks some serious butt too. I gorged on Poutine SOUP (yep, it IS as amazing as it sounds), Chocolate Strawberry Cake (chocolatety, decadent, delicious), and a yummy yummy ""posh"" cheese board.

The staff are extremely nice, they are happy to chat, help you wade through the giant tea menu, provide both tea and board game reccomendations, and more.

The decor is also cozy and adorable. It gives off the feeling of playing board games and/or enjoying some tea in a friend's living room.

There is also shisha available, a Monday Night Craft Circle, and other events in the works.

I can't wait to come back. I will definitely be returning. What a gem!"
"BTkGR3Kh3eAMonT-UaTRfA","David","FXHfcFVEfI1vVngW2gVOpw","Bampot House of Tea & Board Games","5","2015-10-23 00:00:00","I wish I lived closer so I could hang out here - they're serious about their teas - I tried two and both were nice. I also really like the neo-Moroccan decor which divides the place into a variety of cozy nooks and the board games are a nice touch (though they could branch out into more ""hardcore"" board games) and the relaxed, friendly atmosphere. Wish I hadn't eaten lunch before arriving so I could tell you about the food..."
"buhblLfZToicAgha61Ifgg","andrea","1WBkAuQg81kokZIPMpn9Zg","Charr An American Burger Bar","4","2016-06-15 00:00:00","The only thing that keeps this from being a 5 is the horrible service both times I went. They are hiring, hopefully they will find staff to take them to another level.

Me and my family are foodies and the burgers don't disappoint. Great French fries too!"
"bUpxtyX3huMoWfcMCZksig","Shirley","l09JfMeQ6ynYs5MCJtrcmQ","Alize Catering","1","2011-06-07 00:00:00","Failure to communicate is an understatement.  My sister and brother-in-law had made dinner reservations for Sat. pm to celebrate their 20th wedding anniversary.  I thought it would be nice to surprise them with a dessert on us.  E-mailed them a message (via their website) asking if they provide any of these niceties for such occassions...no reply.  My husband went in person and spoke with the manager who took his contact info..payment info..and the parties name.  Saturday came and went - nothing was done.  I called Sunday, left my name/phone and was told the manager would call me back - still waiting and it's Tuesday pm.  The person I spoke to on the phone even remembers my husband coming in asking about setting this up.  I sent another e-mail asking what may have happened...no reply.  My sister was able to speak to the manager today and apparently the manager 'left a message at the contact number"" - no there wasn't....also there was confusion as to the recipient's name on the list so she was hoping her staff would somehow know which couple would be celebrating an anniversary and figure out who is to get the dessert.    Even though I have not eaten here myself, I will not do so in the future.  There is, no doubt. room for improvement at this establishment."
"bv3zMM7wBiN-1JwmYPf35A","Melissa","PfOCPjBrlQAnz__NXj9h_w","Brick House Tavern + Tap","5","2012-10-12 00:00:00","I visited this restaurant last night for the third time and I have to say it continues to be one of my favorites.  There's a new fall food and beverage menu that is out of this world, and my girls and I always enjoy ending our evening sitting around the outdoor firepit sipping cocktails.  I wouldn't have recommended this restaurant to families last year due to the barely there outfits the waitresses USE TO wear.  Luckily management recognized they were alienating an entire demographic and the ladies now dress more appropriately which will allow me to start bringing my kids to enjoy the big screen tv's and indoor fireplace.  All in all this is a great place with great food and great people."
"bVOt0iOGGlLjvvOLbeXzJw","Tony","n7V4cD-KqqE3OXk0irJTyA","GameWorks","5","2017-08-07 00:00:00","My kids love this place, used Groupon deal for all day gaming with no issues what so ever."
"bW0U6kuc1rBPRBmavZdZqg","Shanette","n7V4cD-KqqE3OXk0irJTyA","GameWorks","4","2015-01-20 00:00:00","My husband and I purchased a great deal from groupon for $20 dollars each for unlimited game playing, but it is only valid on games that to not distribute tickets to redeem prizes. Sometimes the card allows you to play, but won't give you tickets. They had almost every type of game to play such as video old school arcade games,pin ball, virtual racing, air hockey, bowling, live xbox, pool table, basket ball shooting, etc...they also have a restaurant and bar. It has plenty seating. This place is good for meeting friends and having drinks. It's crowded during the weekends,but best time to go if you're an adult is Sun-Thurs after kids curfew 10pm. This allows you to play almost all the games, when it's crowded it becomes stuffy and hot, so dress lightly. Food and drinks are inexpensive, no coins are needed, you just buy a preloaded card and play as much as what you purchased. I hadn't had that much fun in years, that it left my hand and arm sore lol! Hats off to them for bringing kids, adults, and families out, and having a fun place to interact."
"bWoIe5ehjIxOMeElNzXShQ","Alicia","tRVx2c89coruPRwYhGTcTw","Yuzu","5","2016-07-02 00:00:00","Maybe I had such a good time because, I shit you not, someone dressed as Godzilla showed up and handed out free drinks so keep that in mind.

The place has an awesome cocktail list and a super cool shot list. And not like pineapple upside down shots. Interesting shots that come in pairs or trios with a chaser and interesting flavor combination. It's impossible to go and not order one. I had one that was tobacco whiskey chased with hazelnut cold press coffee. It was strong but delicious. Definitely recommend an evening on the patio."
"BYnnHEwIPRMnjpNVH7fEPA","Redford","n7V4cD-KqqE3OXk0irJTyA","GameWorks","3","2014-11-03 00:00:00","The new town square location is convenient. I came for Sunday football and met up with some friends, some of whom have children.

Each game was prominently displayed. There are not only big flat screens but projector tv's as well. Plus, audio for one game was playing. 

The food was typical bar food with wings, fish and chips, salads, calamari, works fries, and overloaded nachos. The portions are also fairly generous. Though there are seemingly more up scale dinners as well like steak or salmon. While I didn't try the attempts at finer food, I question the logic and quality of the ingredients of an arcade which may see someone order salmon once a week.

There's enough to keep the kids entertained so long as it's not busy. The size of the building is comparable to other chains like Dave and Buster's thanks to the bowling alley and private rooms. The designers made an oversized dining and tv watching area that doesn't fit with the number of game machines. If the dining room were packed with parents, the lines for games would be three kids deep. That is to say, there aren't enough game machines if business picks up.

As far as the bar, they do have about ten things on tap including Angry Orchard, Stella, and Sam Adams. I did find it annoying that every time is came back to the bar and the same bartender, she had to check my id. I'm a huge hipster in a hat and bright pink and blue shirt memorable enough for the bar flys to remember what team I was cheering for. I will say on behalf of a few of the girls: avoid the mixed drinks because they're poorly proportioned with too much syrup and for one mojito which was made with gin instead of rum, just wrong.

I cannot speak to the bowling or the LAN/internet gaming, but the former was empty and the later seemed packed."
"bZnjSVQApjVHrAV9jjtH_A","Aaji","Pd52CjgyEU3Rb8co6QfTPw","Flight Deck Bar & Grill","4","2016-10-29 00:00:00","Happy hours 3-5pm. Beer started $3, buffalo wings with vegetable sticks & cheese $6.00. Good price with decent food. Nice view and actually you can seat at the patio site. Staffs are nice and very friendly. I saw some  tourist comes enjoying view and hang out at the range area.
Atmosphere is clean and welcome to everyone even if you are not a golfer."
"b_eoPMd72MLjrOTB9IkrYw","Andrew","1WBkAuQg81kokZIPMpn9Zg","Charr An American Burger Bar","5","2012-06-30 00:00:00","We were thrilled to see that Joe was opening Charr in Moon Valley along with Mini-Aiello's and his awesome pizza place. We were not disappointed.

From the hostess to the bartender to our waitress to Joe himself coming to chat with us, you feel like you are a regular at a restaurant that you've been going to for years. We were seated and ordered drinks, some alcoholic and some not, and all were good. The dirty Grey Goose martini was especially good. It's nice to find a place that will make it dirty when asked, instead of skimping on the olive juice. Always a plus for us is a strong, free wi-fi connection. Just ask your server for the password.

For our appetizers, our table had the tomato bisque soup, onion rings, and the red fresno pepper poppers. The soup was very creamy and thick, and the goat cheese was a great added flavor. The poppers brought some extreme heat to the table. These aren't your wimpy Sonic jalapeno poppers. The onion cream cheese filling cut the heat a bit with a nice tang, but be warned, these things pack a punch! As to the onion rings, I won't call them a ""miss"", but they were just so-so after the other two great offerings.

Various burgers were ordered along with some sandwiches. Everyone loved the obviously fresh-made garlic knot buns and fresh toppings. The sauteed crimini mushrooms and carmelized onions on my steak and blue sandwich were awesome. If you are a fan of the blue cheese, ask for extra. It was a little skimpy on my sandwich for my taste.

We were offered the desserts (made by Joe) including bread pudding and an apple crumble, but we were all too full to try those. Definitely next time."
"c1yheDXo_4rnof4CWFFDnQ","Angie","1WBkAuQg81kokZIPMpn9Zg","Charr An American Burger Bar","2","2015-07-20 00:00:00","My husband and I came in on a Friday night around 8 pm.. The bar area and dining room were dimly lit and to our surprise almost empty. We were told to take a seat. We sat and waited for our server until I believed to have been forgotten. We flagged a waitress down. She took our drink orders and sent our server to our table. Our drinks arrived 10 mins later. The mint was fresh in my Mojito however the limes in both our drinks were discolored and unpleasant looking.  A waitress came over beside our table and started polishing dinnerware and talking on her cell phone in a very loud manner. I wished she would have chosen a different table away from us to do this task as there were many others to chose from.  Our burgers arrived with a side of thin cut, crispy fries and burger fixins. We topped our burgers with the veggies only to realize that the chipotle mayo was missing. Our server apologized and bought us the condiment.  My husband and I each had a hard time eating our burgers. The kaiser roll they came on was just too tough for our liking.  With eat bite we took the inside of our burgers would push out into our hands. I ended up dumping my burger contents on my plate and just eating the patty. The patty itself tasted charred and was a very nice quality beef. They were cooked to our liking. The experience in this restaurant was okay, far from the worst and far from the best. Pretty much just a 'meh' experience."
"C2C0GPKvzWWnP57Os9eQ0w","Clint","n7V4cD-KqqE3OXk0irJTyA","GameWorks","3","2015-01-13 00:00:00","Great place for kid's parties. I recently attended one, where the family rented out a large room that had plenty of space for guests and tables full of pizza, wings, Philly cheesesteak egg rolls, and bruchetta. The food wasn't anything special, but that's to be expected from a place that focuses on games and entertainment. The employees working the party were friendly and attentive, regularly making sure food and drinks were restocked. The kids at the party were given cards that entitled them to 2 hours of game play on almost all games. Even on a Friday night there were plenty of games available with little to no wait times."
"c2MQ_LPuvtiiKFR_-OY9pg","Jennifer","n7V4cD-KqqE3OXk0irJTyA","GameWorks","4","2015-02-15 00:00:00","Oh Gameworks! I have been here a couple of times but I finally got to try the food and drinks. The food wasn't bad at all. We had a sliders trio and loaded fries! Our alcoholic drinks (blueberry martini and Moscow mule) were terrible and tasted like rubbing alcohol. The prices for the food was reasonable.

On to the games:
They have this crazy LAN center that takes up way too much space. This place is always crowded and none of the games are available and when they are they are sooooooo fun!

Overall, this is a cute date night place and stray away from the drinks unless it's a beer :)"
"c30ou-QjV6vcjsFWeCMNTQ","Kerry","tRVx2c89coruPRwYhGTcTw","Yuzu","4","2016-11-20 00:00:00","Yuzu is definitely a bar with a personality. They are constantly putting on different events with different themes. They even have dinners that you can bring your dog to and they bring your furry friend their own doggy meal. Their drinks all have clever names and they have shot and beer combos for when you're feeling adventurous. When it comes to the food, you just can't beat their delicious bowls. I have also tried the yuzu fries, which were definitely not what I expected, but so delicious. The patio is small, but a nice place to sit when the weather is nice enough. They also have a nice selection of board games if you need a little something different to spice up your night! My one complaint is that whenever I've visited, the music has been almost alarmingly loud. Overall, it's definitely a great place to try when you're looking for something a little out of the or"
"c7-PxWDAbhNi6C2PRkMJTA","Anna","1K4qrnfyzKzGgJPBEcJaNQ","Chula Taberna Mexicana","3","2017-08-21 00:00:00","Great patio seating! Located in...I think its called East York.  They have 2 upper floors for patio seating.  Cool spot if you're not looking to go downtown.  Loved their variety on the menu.  We had a business luncheon and ordered a few different types if tacos, a salad, chips, pico de gallo and guac.  I really liked the guac.  Tacos were soggy and falling apart tho with the liquid sitting on the platter.  Unfortunately I didn't have any drinks as it was a work meeting.  Maybe next time! Definitely gonna check out the dinner scene before i decide on my final 3 star rating of the place. Street parking (not really my liking)"
"C7I90x_-d_OlyGgVpLKcnQ","Lance","n7V4cD-KqqE3OXk0irJTyA","GameWorks","3","2014-10-05 00:00:00","I'm only giving this place a 3 because the selection of games has significantly decreased since it's movement from the Las Vegas strip. 

I still however love the environment. It reminds me more of a ""Dave and Buster's"" establishment with a bar and restaurant available right inside. You're able to reserve for parties which makes it perfect for groups and birthdays. If you're a hard core gamer this might not be the arcade for you since the selection of games is limited. But if your just here for fun family and games it'll be experience for you and whomever you want to bring. 

Service is really top notch as always.
So make sure to enjoy your time here : )

My review is more for the arcade portion of this establishment.

everything else gets a 4 star rating."
"CB0oWs49o7b8kvvXvx9eJw","Lisa","PfOCPjBrlQAnz__NXj9h_w","Brick House Tavern + Tap","3","2015-06-21 00:00:00","Previously, I have gotten the grilled cheese w/ tomato soup and the chicken pot pie (Wednesday special) the soup that came with the grilled cheese tasted like someone poured marinara in a bowl. Not good. The grilled cheese was ok. The pot pie was amazing. I would order that again for sure. Tonight we both got the lamb burgers. They say they have goat cheese on them, but neither of us had any cheese. We informed the waiter who said they actually come with a goat cheese sauce. The menu clearly states goat cheese, not sauce. The deviled eggs were good the first couple times we came, but tonight the filling was really watery and the whites were very rubbery. I'm really disappointed that the quality keeps going down."
"CCV8Q4_EQnR16itw2Oiq9g","Nicole","tRVx2c89coruPRwYhGTcTw","Yuzu","5","2017-10-01 00:00:00","Interesting atmosphere, great food and good service. Prices were good. The rice bowls are amazing and the yuzu fries are great too! We will be back!!"
"CD6OZPZBmdarKGTqogZOfA","Kathryn","1WBkAuQg81kokZIPMpn9Zg","Charr An American Burger Bar","3","2017-12-02 00:00:00","We have been here a few times and the food is always good but the service is totally dependent on whether or not the owner is in the room. If he is walking around the dining room the service is good. If not, good luck getting any food."
"CDFDiT6cSdTvWoq7G-ZODA","Harrison","tRVx2c89coruPRwYhGTcTw","Yuzu","1","2016-12-25 00:00:00","Exotic-sounding name -- Check
Cuisine-specific buzzwords like ""panko"" and ""omakase"" -- Check
Paper lamp decor -- Check
Anything even remotely resembling a bowl of ramen -- No. HELL no.

Asked for their namesake sake/nihonshu but they were all out of it.

Was excited to try some newly introduced Cleveland-area ramen, but the Herbivore ""ramen"" was a horrifying $7 joke of a meal. A clump of something-noodles in a cereal bowl of pure Kikkoman soy sauce and 5 chunks of assorted mixed vegetables? Who are you kidding, Yuzu?  Really the only palatable item in the swirling salty miasma of darkness was the soft boiled egg. One star for the really pleasant and attentive server and creative drink menu."
"ceJaxDS4X9SrlYJb1o5kmg","Tiffany","tRVx2c89coruPRwYhGTcTw","Yuzu","3","2016-08-28 00:00:00","In all fairness, we haven't experienced Yuzu in its entirety  (ordered take-out) but the food was mediocre at best. Ordered 2 different bowls, the Korean Beef and Thai Beef and both were so-so.. Wouldn't order either of those again. And the portions are small... Get what ya pay for, I suppose. Will probably try Yuzu again & next time time dine in & try the drinks. Definitely wouldn't recommend take-out, though, at least not the bowls we ordered."
"cglyQq_IWXEuAFKXYhNXgg","Tiffany","n7V4cD-KqqE3OXk0irJTyA","GameWorks","4","2014-08-26 00:00:00","I'm not a ""gamer"", but I do enjoy a fun atmosphere, drinking yummy cocktails, and trying new things which is exactly what GameWorks in Town Square offered. Being new to Vegas, I wasn't familiar with GameWorks prior to my visit there or what to expect from it; I was pleasantly surprised with all they had to offer. 

The facility itself is HUGE! There are tons and tons of games to play, my favorite was the frog log jump and the Terminator one!! They also have ski ball and a basket ball shooting game. For those of you faithful gamers they even have an entire room set up for online/computer games where you can play til your hearts content while sipping cocktails. My favorite part is their full bowling lanes!! 

When you're ready to wet your whistle they also have a large full bar with a full menu. My visit happened to be their second day of being open, so their food was still needing some tweaking, however everything I ate did have great flavor. I am definitely looking forward to giving their menu another try."
"CgSP_HYgwY18B7uQJM2zzg","Karin","1WBkAuQg81kokZIPMpn9Zg","Charr An American Burger Bar","4","2013-06-27 00:00:00","Delicious burgers, soup, fries,  and flat-bread caprese!  I expected the bun to be more like the garlic knots but it had no special taste, just a different shape.  The service was a little slow, most noticeable when a table of 5 people that arrived 5-7 minutes after us were served 5 minutes before we were."
"cHsg2Z4L98bdh3ACRgHlAg","Patrick","tRVx2c89coruPRwYhGTcTw","Yuzu","5","2016-05-16 00:00:00","Nice drink list.  Food is really good and super affordable.  Definitely will be back!"
"CJR3F52oKS_y8rFaDRkgsA","Jamie","FXHfcFVEfI1vVngW2gVOpw","Bampot House of Tea & Board Games","5","2014-10-02 00:00:00","The food is consistently healthy, tasty, & well-made, the tea is always delicious, & the atmosphere is lovely. I've spent many afternoons & evenings here since it opened, & will continue to do so."
"CJvkq34ryk01TVN-GypNUg","Hope","tRVx2c89coruPRwYhGTcTw","Yuzu","4","2016-12-17 00:00:00","Tried for the first time this past Wednesday. I wanted to treat myself to their fried cauliflower. I placed my order for pick up. Staff and patrons were friendly. When I got home and opened the order they had given me chicken instead of cauliflower. I called back and they were more than happy to fix the issue. I went back and the remake was wonderful. Four out of five because we didn't get it first time, but immediately and properly fixed the situation."
"Ck73f1qtZbu68F_vjzsBrQ","Dan","rDMptJYWtnMhpQu_rRXHng","McDonald's","1","2016-02-25 00:00:00","The speed of delivery of my food order was terrible.  It took 10 minutes from the time of my order.  My order was two salads and Quarter Pounder combo and there was no waiting line inside.  The store manager was the real problem.  He was checking his Iphone constantly, distracting employees and flirting with a female employee about 20 years younger.  He had no sense of urgency whatsoever for my order or anyone else.  

I worked at McDonald's during high school and college to pay for my tuition.  I believe in McDonald's as a great institution.  This was very disappointing.

Avoid the night shift time..."
"clmrlflES5HrXS-gl_YmrQ","Ryan","Gu-xs3NIQTj3Mj2xYoN2aw","Maxim Bakery & Restaurant","3","2015-05-05 00:00:00","Didn't really know that Maxim was a thing here, as I've been to the one's in Hong Kong. Was pleasantly surprised with the food and the service.

Knew that Maxim did mostly desserts and cakes, but the dinner was pretty good. We ordered off the dinner special menu, so we got soup, coffee/tea, and a slice of cake with the meal. I had Curry Lamb Shank with Wild Rice, which was very good. Rice was quite nice with a pretty soft lamb. The Seafood Paella was okay as well.

Cakes were quite nice, but ended up really full, so didn't finish it. We had the Tiramisu, Meringue, and Orange Chocolate Cake.

Service was quite good, as they were very nice. Came by often to see if we needed anything, and quite friendly!"
"clpgdwStLtgMMqWTTIUDWA","Jason","1WBkAuQg81kokZIPMpn9Zg","Charr An American Burger Bar","4","2012-06-23 00:00:00","Great local place for Moon Valley. Felt at home with Joe greeting all of the customers, just like at Aiello's in Central Phoenix. Burgers are good. Onion rings are lightly battered and tasty. Good selection of craft beers. Nice array of selections other than burgers too. This place will be one of our regular eateries. Congrats to Joe and Myrah for another great concept."
"cMYn57DxPUbULm9HJ5Mlhw","Craig","1WBkAuQg81kokZIPMpn9Zg","Charr An American Burger Bar","5","2016-09-17 00:00:00","This is the most wonderful grill in the Phoenix Metro area. You can relax and visit with friends and family over one of the largest selections of burgers anywhere. The service is anazing and the atmosphere top notch. Once you eat there youll always be back for more. Say hi to Madison who will ensure you leave satisfied."
"cnyCyr5az4YzlQ1oCSYNvQ","Keturah","n7V4cD-KqqE3OXk0irJTyA","GameWorks","4","2017-06-23 00:00:00","We got the unlimitepd card and the kids loved it! We spent all day in here.  Gives my AC a rest lol.  Its a nice family spot.  A lot of (pre)teenagers hang out too without supervision but they all seemed well behaved."
"cO0sWpjjSyIqngT2U4oZ9Q","Brian","BnuzcebyB1AfxH0kjNWqSg","Carrabba's Italian Grill","2","2010-10-24 00:00:00","Even for a Carrabba's (not a fan), this place rates lower. I've had some forgettable and unforgettable (not in a good way) meals here. I was once served chicken breast that was thoroughly raw in the center. In general there are better places to eat. Try San Nicola's in nearby Paoli or go 2 miles further to Fellini Cafe in Berwyn. Neither are chains and both are far better, and no more expensive, than Carrabba's."
"cOGJcC1dedMFhGrZDPjFKQ","Melissa","1WBkAuQg81kokZIPMpn9Zg","Charr An American Burger Bar","4","2015-05-09 00:00:00","We came for the first time and the server was kind and friendly, although never told us her name. We ordered the Mac N Chz burger and a turkey burger version of the Carolina burger. A regular next to us suggested as I ordered to get the sauce on the side. This was helpful and made it enjoyable to eat. We both had our fries crispy because that's how we like em. We were delighted by the shoe string truffle fries. They were crispy and flavorful. The service was average Friday night timing and the owner touched base to see how we were. The lighting is romantic, the atmosphere a quiet roar and the price point on par for the items being served. We will be back."
